parent_asin,title,family,leaf_category,quality_tier,predicted_pool_member,selection_frequency,rating_number,test_event_count,max_history_length,quality_history_13,quality_history_10_rating_4,quality_catalog_history,average_rating,metadata_nonempty_count
B076BB3LM8,Women's Comfort Warm Faux Fleece Fuzzy Ankle Bootie Slippers Plush Lining Slip-on House Shoes Anti-Slip Sole Indoor/Outdoor,shoes,Slippers,high_confidence,True,1.0,3028.0,58.0,31,10,9,14,4.5,8.0
B076H1YMXG,DADAWEN Girl's Waterproof Lace Bowknot Side Zipper Fur Winter Boots (Toddler/Little Kid/Big Kid),shoes,Boots,high_confidence,True,1.0,1596.0,16.0,21,1,1,5,4.4,8.0
B076Z8DSTK,ODIER Ice Cleats Grippers for Shoes and Boots 24 Teeth Crampons 10 Teeth Micro Spikes Ice Cleats for Walk on Ice Snow and Freezing Mud,"shoe, jewelry & watch accessories",Ice & Snow Grips,high_confidence,True,1.0,1328.0,16.0,16,1,1,2,4.3,8.0
B0771J3JT8,WATERFLY Sling Crossbody Chest Bag: Slim Anti-Theft Cross Body Bag Over Shoulder Backpack Stealth Side Pack Man Woman,luggage,Luggage & Travel Gear,high_confidence,True,1.0,4496.0,34.0,14,4,7,8,4.6,8.0
B0771TJYV5,Cuddl Duds ClimateRight Long Sleeve Crew Stretch Fleece,clothing,Tops,high_confidence,True,1.0,1739.0,14.0,47,2,1,3,4.5,8.0
B0777KNK6S,INBIKE Cycling Gloves for Men Winter Windproof Reflective Thermal Gel Pads Touch Screen,clothing,Gloves,high_confidence,True,1.0,2302.0,26.0,14,2,4,2,4.5,8.0
B077D3CD5T,ASICS GT-2000 6 Women's Running Shoe,shoes,Road Running,high_confidence,True,1.0,1370.0,12.0,12,0,1,2,4.3,9.0
B077FRXRT4,Zilcremo Women Hooded Cardigan Fuzzy Jacket Winter Open Front Fleece Coat Outwear with Pockets,clothing,Fleece,high_confidence,True,1.0,5660.0,69.0,38,16,13,17,4.2,8.0
B077JXNCPW,Pink Queen Womens Loose Crew Neck Batwing Sleeve Patches Blouse Top T-Shirts,clothing,Tunics,high_confidence,True,1.0,8090.0,38.0,23,3,4,11,4.6,8.0
B077P883XV,LOLIAS Chakras Bracelet 8 Pack Bead Gemstone Bracelet for Men Women Natural Stone Diffuser Bracelet Stretch Yoga Bracelets,jewelry,Strand,high_confidence,True,1.0,336.0,4.0,40,2,0,1,4.4,7.0
B077SRKXZR,TribeAzure Large Embroidered Shoulder Bag Tote Comfortable Roomy Casual Fashion Market Grocery Everyday,luggage,Travel Totes,high_confidence,True,1.0,49.0,16.0,23,2,5,2,4.3,9.0
B077SY7DSS,fxmimior Velvet Wrap Gothic Choker Silver Coin Pendant Long Chain Party Wedding Necklace Jewelry for Women (Black),jewelry,Chokers,high_confidence,True,1.0,778.0,4.0,11,0,1,0,4.2,8.0
B077T7P7BM,"Skechers Women's, BOBS Beach Bingo - Purr Party Sneaker",shoes,Fashion Sneakers,high_confidence,True,1.0,73.0,56.0,38,8,12,9,4.8,8.0
B078WXMNGF,Riviera Sun Floral Embroidered 3/4 Sleeve Button Front Empire Waist Dress,clothing,Casual,high_confidence,True,1.0,563.0,7.0,42,2,2,1,3.9,9.0
B0792TWF7C,Wealurre Women's Cotton Thong Breathable Panties Low Rise Underwear,clothing,G-Strings & Thongs,high_confidence,True,1.0,3145.0,15.0,17,1,0,1,4.4,8.0
B07968N8ZY,HISCOW Minimalist Checkbook Cover - Full Grain Leather,accessories,Checkbook Covers,high_confidence,True,1.0,59.0,29.0,30,5,5,4,4.8,8.0
B0796QP1WP,Floerns Women's Sleeveless Bow Tie Striped Summer Chiffon Blouse Top,clothing,Blouses & Button-Down Shirts,high_confidence,True,1.0,1337.0,9.0,30,3,3,2,3.9,8.0
B079FL4NP4,Groupcow New Ladies Evening Handbags Bridal Wedding Bag Handbag,bags,Evening Bags,high_confidence,True,1.0,1305.0,16.0,13,1,3,4,4.5,9.0
B079MSN9X3,Dr. Martens Women's 2976 Leonore Chelsea Boot,shoes,Mid-Calf,high_confidence,True,1.0,3568.0,29.0,28,5,5,4,4.7,9.0
B079NPS3D4,YUSHOW 3 Pairs Zipper Compression Socks Women with Open Toe Toeless Support Stockings Easy on Knee High Socks,clothing,Athletic Socks,high_confidence,True,1.0,617.0,8.0,12,0,2,1,4.0,8.0
B07B4875PX,GownTown Women's 1950s Vintage Plaid&Dot Swing Tea Dress with Pockets,clothing,Dresses,high_confidence,True,1.0,608.0,7.0,19,1,1,0,4.5,8.0
B07B4NNL91,Chaps Men's Marl Low Cut Dress Socks - 3 Pair Pack - Casual Assorted,clothing,Calf Socks,high_confidence,True,1.0,1010.0,8.0,40,2,4,1,4.6,9.0
B07B4RS2BP,YITAN Women Graphic Sleeveless Tank Crop Top Teen Girls Cute Gym Tee Shirt,clothing,Tanks & Camis,high_confidence,True,1.0,1112.0,6.0,11,0,1,0,4.4,8.0
B07B4VZ9DV,"liansheng Bra Strap Clips, 12 Bra Clips and Bra Straps Holder Women?s Black,White,Beige for Full Cup Size Bra Clips Racerback,Medium",clothing,Everyday Bras,high_confidence,True,1.0,597.0,10.0,12,0,2,5,4.2,8.0
B07B6GKFC3,Wide Statement Ring in Sterling Silver Genuine Turquoise & Gemstones (SELECT color),jewelry,Statement,high_confidence,True,1.0,466.0,19.0,40,5,5,5,4.6,9.0
B07B6GQ7GT,J. Adams Jolie Heels for Women - Closed Pointed Toe Mid Block Heel Classic Pumps,shoes,Pumps,high_confidence,True,1.0,1403.0,15.0,19,3,3,3,3.9,8.0
B07BBH2R9M,Nandashe Womens 3/4 Sleeves Floral Tunic Shirts Summer Casual Dressy Blouse Tops,clothing,Tunics,high_confidence,True,1.0,3148.0,33.0,33,3,2,8,4.2,7.0
B07BJ29CFV,Metal Factory Sterling Silver 925 3 Stone CZ Cubic Zirconia Halo Engagement Ring,jewelry,Engagement Rings,high_confidence,True,1.0,309.0,4.0,13,1,1,0,4.2,9.0
B07BMFGG4W,Timex Men's Mod 44 Leather Strap Watch,watches,Wrist Watches,high_confidence,True,1.0,1961.0,14.0,55,3,3,1,4.4,9.0
B07BNY5ZB7,Johari West Moroccan Jazz Tropical Hawaiian Batik Shirt,clothing,Casual Button-Down Shirts,high_confidence,True,1.0,198.0,5.0,22,1,2,1,4.4,9.0
B07BP5KVRG,Clarks Women's Lexi Walnut Q Platform,shoes,Platforms & Wedges,high_confidence,True,1.0,1175.0,9.0,14,1,1,0,4.5,8.0
B07BQK1RTD,"Keyocean Women Nightgowns, Soft Comfy Lightweight 100% Cotton Short Sleeves Comfy Ladies Nightdress",clothing,Nightgowns & Sleepshirts,high_confidence,True,1.0,3320.0,47.0,75,8,13,16,4.6,8.0
B07BSFXRS2,Sheila Beauty Short Wigs for Black Women Finger Wave Wig Pixie Cut Curly Wig for Women Natural Looking Black Short Hair Wig Wavy Synthetic Hair Replacement Wigs Cosplay (1B),costumes & accessories,Wigs,high_confidence,True,1.0,986.0,3.0,12,0,1,0,3.9,9.0
B07BT8JY7W,14k REAL Yellow OR White OR Rose/Pink Gold Solid 0.8mm Diamond Cut Braided Square Wheat Chain Necklace with Lobster Claw Clasp,jewelry,Chains,high_confidence,True,1.0,1203.0,15.0,37,1,1,5,4.3,8.0
B07BWS4CSM,"PAVILIA Plush Robe For Women, Fluffy Soft Bathrobe, Warm Cozy Fleece Robe, Satin Trim",clothing,Robes,high_confidence,True,1.0,6737.0,46.0,22,5,6,11,4.6,8.0
B07BZ6T96P,icyzone Womens' Racerback Workout Athletic Running Tank Tops (Pack of 3),clothing,Tank Tops,high_confidence,True,1.0,44413.0,355.0,97,50,65,62,4.4,8.0
B07C1Q7P9L,KingSize Men's Wide Width Fleece Clog Slippers,shoes,Slippers,high_confidence,True,1.0,1960.0,20.0,15,1,2,3,4.2,8.0
B07C86S5N2,Woman Within Women's Plus Size Sherpa Sweatshirt,clothing,Tunics,high_confidence,True,1.0,851.0,21.0,23,3,2,5,4.2,9.0
B07C89YK4N,.925 Sterling Silver Simple Classic Flared Cross Pendant - Choice of Size,jewelry,Pendant Necklaces,high_confidence,True,1.0,541.0,3.0,10,0,0,0,4.4,9.0
B07CCLV3XP,"Keyocean Women Nightgowns, Soft 100% Cotton Lightweight Short Sleeve Night-dresses for Ladies",clothing,Nightgowns & Sleepshirts,high_confidence,True,1.0,3892.0,47.0,39,9,16,14,4.6,8.0
B07CGSLYVL,Hanes Men's 5-Pack ComfortBlend V-Neck T-Shirt with FreshIQ,clothing,Undershirts,high_confidence,True,1.0,7998.0,32.0,15,2,4,9,4.4,7.0
B07CHD2GJD,Simplicity Women's Summer Foldable Wide Brim Beach Hats Straw Sun Visor Hats,accessories,Sun Hats,high_confidence,True,1.0,659.0,10.0,22,1,2,2,4.6,8.0
B07CJ4LGX6,Mizuno Men's Wave Creation 20 Knit Running Shoe,shoes,Road Running,high_confidence,True,1.0,549.0,6.0,9,0,0,1,4.4,8.0
B07CK733SF,Cosmos Cooling Arm Sleeves Sun Sleeves UV Protection Arm Covers for Bike Cycling Running Hiking Driving Golf Outdoor Sports,clothing,Sport Specific Clothing,high_confidence,True,1.0,928.0,4.0,19,1,1,0,4.3,9.0
B07CMG1Z86,Clarks Clarkdale Arlo Womens Boot,boot shop,Chelsea,high_confidence,True,1.0,443.0,5.0,15,1,2,2,4.5,9.0
B07CMP685Y,Dickies Women's Perfect Shape Denim Bermuda Shorts,clothing,Denim,high_confidence,True,1.0,1068.0,8.0,12,0,1,0,4.3,9.0
B07CN7853D,Lucky Top Soda Pack72 Dome Girls Faux Leather Combat Boots,boot shop,Combat,high_confidence,True,1.0,369.0,6.0,37,1,2,1,4.6,9.0
B07CNJMCMF,Compression Lightweight Sport Running Gloves Liner Gloves- Black - Men & Women,accessories,Cold Weather Gloves,high_confidence,True,1.0,2237.0,29.0,44,3,2,1,4.4,8.0
B07CS9CG1Q,"Women's Soft Faux Leather Tote Shoulder Bag from Dreubea, Big Capacity Tassel Handbag",bags,Totes,high_confidence,True,1.0,60265.0,570.0,88,67,77,107,4.1,8.0
B07CZ9HJ72,Mexican Dress Puebla Hand Embroidered,clothing,Casual,high_confidence,True,1.0,447.0,8.0,15,1,2,0,4.5,9.0
B07D27WMB6,Berydress Women's Vintage V-Neck Sheath Casual Party Work Faux Black Wrap Dress,clothing,Cocktail,high_confidence,True,1.0,11115.0,80.0,61,19,27,18,4.2,8.0
B07D5TSFCV,ThePirateDressing Steampunk Victorian Cosplay Costume Mens Airship Pants Trousers,costumes & accessories,Bottoms,high_confidence,True,1.0,393.0,6.0,16,2,3,0,4.2,8.0
B07D94SVSB,"Nike Women's Running Shoes, 20 UK Wide",shoes,Road Running,high_confidence,True,1.0,4063.0,16.0,20,2,2,1,4.5,8.0
B07D9BSHBK,iWenSheng Step Dad Keychain Gift - Father’s Day Birthday Gifts from Daughter Son,clothing,Keychains,high_confidence,True,1.0,2790.0,4.0,18,2,2,1,4.8,9.0
B07DD796Y9,"Dr. Prepare Boot Dryer Shoe Dryer, Glove Dryer & Boot Warmer with Heat Blower, Portable Adjustable Rack and Timer, Folding Design & Quick Drying for Shoes, Gloves, Hats, Socks, Ski Boots","shoe, jewelry & watch accessories",Shoe Dryers,high_confidence,True,1.0,1202.0,10.0,10,0,1,3,4.4,8.0
B07DD82V4M,"Dr. Prepare Boot Dryer Shoe Dryer, Glove Dryer & Boot Warmer with Heat Blower, Portable Adjustable Rack and Timer, Folding Design & Quick Drying for Shoes, Gloves, Hats, Socks, Ski Boots, Smart Panel","shoe, jewelry & watch accessories",Shoe Dryers,high_confidence,True,1.0,2484.0,16.0,17,2,2,0,4.3,9.0
B07DFZX639,Baosha TB-04 Crossbody Purse Bag Shoulder Satchel Bag Women messenger Bag,bags,Satchels,high_confidence,True,1.0,269.0,4.0,14,2,2,2,4.2,8.0
B07DZCFPX7,Covelin Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote,bags,Totes,high_confidence,True,1.0,27582.0,191.0,41,26,37,41,4.5,8.0
B07F2XGDP5,Zexxxy Women's Zipper Robes Half Sleeve Zip Front Robe Knee Length Lightweight Housecoats with Pockets S-2XL,clothing,Robes,high_confidence,True,1.0,2619.0,30.0,26,6,6,10,4.2,8.0
B07F5GJJFJ,Artisure Women's Classic Genuine Leather Penny Loafers Driving Moccasins Casual Slip On Boat Shoes Fashion Comfort Flats,shoes,Loafers & Slip-Ons,high_confidence,True,1.0,5826.0,78.0,25,13,22,14,4.1,8.0
B07F8P5BNM,ERIJUNOR Peep Toe Mid Heels for Woman Rhinestones Satin Evening Prom Wedding Shoes,shoes,Pumps,high_confidence,True,1.0,1906.0,16.0,33,5,6,2,4.2,8.0
B07F8R48BR,ThunderFit Silicone Wedding Rings For Men - Beveled Brushed Top Edges - 6.35mm Wide - 2mm Thick,jewelry,Rings,high_confidence,True,1.0,3420.0,27.0,28,4,5,4,4.2,9.0
B07F9GS3VY,New Balance Women's FuelCore Agility v2 Cross Trainer,shoes,Fitness & Cross-Training,high_confidence,True,1.0,368.0,7.0,29,1,1,1,4.2,8.0
B07FCYCJP6,"Betsey Johnson Designer Luggage Collection - Expandable 3 Piece Hardside Lightweight Spinner Suitcase Set - Travel Set includes 20-Inch Carry On, 26 inch and 30-Inch Checked Suitcase (Chevron Hearts)",luggage,Luggage Sets,high_confidence,True,1.0,406.0,4.0,14,1,1,0,4.5,9.0
B07FDB7GMZ,adidas Men's Adilette Shower Slide,shoes,Sport Sandals & Slides,high_confidence,True,1.0,109066.0,392.0,96,47,59,84,4.5,9.0
B07FP82KMH,"Juvale 2 Pack Faux Leather Eyeglass Holder Stand with Plush Lining for Desk, Nightstand, Silver and Pink (4.5 x 5 In)",accessories,Eyeglass Cases,high_confidence,True,1.0,893.0,6.0,43,2,2,1,4.7,8.0
B07FQLTS1X,Plustrong Womens Palazzo Slit Wide Leg Pants Summer Casual Boho Hippie Beach Pilate Workout Yoga Pants,clothing,Pants,high_confidence,True,1.0,653.0,6.0,18,1,1,2,4.2,8.0
B07FR21ZHX,Criss Cross Chiffon Formal Flower Girl Dresses Junior Bridesmaid Dress Reception Dress,clothing,Special Occasion,high_confidence,True,1.0,961.0,9.0,13,1,2,1,4.4,9.0
B07FXHSHKC,Dokotoo Womens Solid Casual Cozy Knit Open Front Long Cardigan Sweater,clothing,Cardigans,high_confidence,True,1.0,1094.0,8.0,13,1,1,2,4.3,8.0
B07FXWWPN6,Plaka Flat Sandals for Women Palm Leaf,shoes,Flats,high_confidence,True,1.0,27933.0,315.0,54,16,30,52,4.1,8.0
B07G1RQRZT,SeSe Code Women's Long Sleeve Pleated Swing Midi Casual Dress with Hooded,clothing,Dresses,high_confidence,True,1.0,669.0,5.0,11,0,0,0,3.9,8.0
B07G4W83Y8,2E-youth Designer Purses and Handbags for Women Satchel Shoulder Bag Tote Top Handle Bag,bags,Satchels,high_confidence,True,1.0,10025.0,107.0,43,12,17,21,4.3,8.0
B07G5QX7FV,MEROKEETY Women's Long Sleeve Contrast Color Zipper Sherpa Pile Pullover Tops Fleece Sweatshirt,clothing,Fashion Hoodies & Sweatshirts,high_confidence,True,1.0,6196.0,34.0,23,6,5,8,4.4,8.0
B07GBT82S7,"Casio Mud Resistant Stainless Steel Quartz Watch with Resin Strap, Black, 27.6 (Model: TRT-110H-1A2VCF)",watches,Wrist Watches,high_confidence,True,1.0,343.0,5.0,17,1,1,2,4.6,9.0
B07GSH4FW5,Back From Bali Womens Cropped Wide Leg Pants Trouser Comfort Solid Elastic Waist,clothing,Casual,high_confidence,True,1.0,409.0,4.0,20,1,2,2,4.5,8.0
B07GSVMQWZ,ZEROYAA Mens Hipster Metallic Paisley Printed Single Breasted V-Neck Suit Vest/Tuxedo Waistcoat,clothing,Vests,high_confidence,True,1.0,2539.0,9.0,10,0,1,2,4.4,8.0
B07GWQ8BG1,SAGUARO Women's Breathable Walking Shoes Lady Fashion Mary Jane Sneakers Adjustable Working Nurse Shoes Lightweight Flat Shoe,shoes,Walking,high_confidence,True,1.0,2881.0,26.0,25,4,4,4,3.9,8.0
B07GXDVV4Z,"Bezioner Girls Canvas Ballet Shoes Ballet Slipper for Kids Women,Yoga Shoes for Dancing",shoes,Ballet & Dance,high_confidence,True,1.0,879.0,5.0,9,0,0,2,4.4,8.0
B07GXPPBVB,Hudson Baby Unisex Baby Preemie Sleep and Play,clothing,Footies,high_confidence,True,1.0,2062.0,5.0,15,1,1,1,4.7,9.0
B07H24XVP7,Allegra K Women's Pointed Toe Zip Stiletto Kitten Heel Ankle Booties,shoes,Ankle & Bootie,high_confidence,True,1.0,580.0,6.0,29,1,1,0,4.3,8.0
B07H253XTD,Ginjang Women Winter Snow Boots Warm Ankle Boots Anti-Slip Waterproof Winter Shoes Slip On Booties Sneakers,boot shop,Snow & Cold Weather,high_confidence,True,1.0,6441.0,51.0,31,4,9,6,4.2,7.0
B07H51PPQF,Spooktacular Creations Unisex Adult Pajama Plush Onesie One Piece Cow Animal Costume,costumes & accessories,Costumes,high_confidence,True,1.0,1945.0,8.0,36,2,3,1,4.5,8.0
B07HCJ9HLK,Skechers Men's Overhaul Landhedge Oxford,shoes,Oxfords,high_confidence,True,1.0,1381.0,9.0,9,0,0,0,4.6,9.0
B07HFVBK9Z,APHISON Womens Wallets RFID Blocking Leather Clutch Long Wallet for Women Card Holder Phone Organizer Ladies Travel Purse Hollow Out Sunflower Design Gift,accessories,Wallets,high_confidence,True,1.0,4173.0,34.0,21,4,7,6,4.6,8.0
B07HJVXBT2,Debra Weitzner 5/6 Pairs Non-slip Hospital Socks Fuzzy Slipper Grip Socks For Women Men,clothing,Slipper Socks,high_confidence,True,1.0,4167.0,45.0,71,7,9,8,4.5,8.0
B07HNXZG3M,Speedy Cat Ribbed Tank Tops for Women Racerback Scoop Neck Tight Workout,clothing,Tanks & Camis,high_confidence,True,1.0,3484.0,26.0,16,3,5,5,4.1,9.0
B07HQ18BD4,"totes Signature Clear Bubble, Rain & Windproof Umbrella - Perfect for Weddings, Travel and Outdoor Events - Curved Handle with Deluxe Finish, in Transparent or Colorful Design Options",luggage,Stick Umbrellas,high_confidence,True,1.0,8191.0,48.0,27,5,8,5,4.6,9.0
B07HQJJLQP,OZERO Mens Winter Gloves Nappa Leather Warm Cashmere Touchscreen Dress Glove - Thermal Gifts for Dad or Husband,accessories,Cold Weather Gloves,high_confidence,True,1.0,2059.0,34.0,48,8,9,9,4.5,8.0
B07J4RSZVY,OUFER 16G Stainless Steel Cartilage Earring Air Blue Opal Stone Saturn Helix Earring,jewelry,Studs,high_confidence,True,1.0,554.0,3.0,10,0,1,0,4.4,8.0
B07J54LNZB,ZEROYAA Mens Classic 3pc Jacquard Paisley Vest Set Necktie Pocket Square Waistcoat for Suit or Tuxedo,clothing,Vests,high_confidence,True,1.0,1906.0,11.0,9,0,0,2,4.5,9.0
B07JBN81BD,Trendy Apparel Shop Oversize XXL - XXXL Short Brim Outdoor Bucket Hat,accessories,Hats & Caps,high_confidence,True,1.0,1200.0,10.0,22,2,3,5,4.6,8.0
B07JC62DB3,24-Pack Invisible Tie Stays tie holder Alternative to Tie Bars and Tie Clips,jewelry,Tie Clips,high_confidence,True,1.0,644.0,9.0,14,1,1,1,4.7,9.0
B07JH72TND,Amazon Essentials Men's Regular-Fit Short-Sleeve Print Shirt,clothing,Casual Button-Down Shirts,high_confidence,True,1.0,9713.0,42.0,60,6,11,14,4.5,9.0
B07JJPBLMR,ALEADER Women's Modern,shoes,Water Shoes,high_confidence,True,1.0,1216.0,85.0,18,4,12,10,4.5,9.0
B07JM13HKL,maxstrapz One Pair of Metallic Glitter Shoelaces From Sparkly Shoe Laces,"shoe, jewelry & watch accessories",Shoelaces,high_confidence,True,1.0,1489.0,6.0,16,1,1,0,4.4,8.0
B07JM66LDN,KRATARC Cold Winter Women Warm Scarf Beanie Hat Set Knitted Fleece Girls Pompom,accessories,Skullies & Beanies,high_confidence,True,1.0,525.0,5.0,9,0,0,0,4.6,8.0
B07JP5ZBFD,Amazon Essentials Women's Short-Sleeve Polo Shirt (Available in Plus Size),clothing,Polos,high_confidence,True,1.0,4086.0,34.0,48,6,2,5,4.1,9.0
B07JVKFDYW,SILENTCARE Mens Winter Mid-Calf Snow Boot Fur Warm Waterproof Slip On Outdoor Athletic,boot shop,Snow & Cold Weather,high_confidence,True,1.0,4200.0,66.0,41,6,10,14,4.3,8.0
B07JVQXHCW,Amazon Essentials Women's Jersey Sleeveless Mock Neck Maxi Dress (Previously Daily Ritual),clothing,Formal,high_confidence,True,1.0,969.0,11.0,7,0,0,1,4.3,8.0
B07JYN599N,Flygo Women's Loose Baggy Denim Bib Overalls Jumpsuit Harem Pants,clothing,Overalls,high_confidence,True,1.0,714.0,8.0,13,1,1,0,4.2,8.0
B07JZHGCD6,"Jockey 3-pk. Classics V-Neck T-Shirts + Bonus Tee, White",clothing,T-Shirts,high_confidence,True,1.0,464.0,8.0,20,3,3,2,4.5,9.0
B07K2L8BMC,PISIQI Thermal Underwear Women Ultra-Soft Long Johns Set Base Layer Skiing Winter Warm Top & Bottom,clothing,Sets,high_confidence,True,1.0,12165.0,96.0,19,11,19,18,4.6,8.0
B07K34RX5J,"Kandinsky Statement Earrings for Women by Spirit Hoops, Fabric, Lightweight Drop and Dangle Stainless Steel Hoop Earrings for Women Fashion, Artsy",jewelry,Hoop,high_confidence,True,1.0,871.0,15.0,20,2,3,1,4.1,8.0
B07K6GKCQ9,Romwe Women's Plus Size Contrast Lace Criss Cross V Neck Spaghetti Strap Cami Tank Top,clothing,Tanks & Camis,high_confidence,True,1.0,3035.0,13.0,7,0,0,1,4.0,8.0
B07KCFS4VC,Columbia Men's Thistletown Park Crew,clothing,T-Shirts,high_confidence,True,1.0,5531.0,16.0,18,4,5,3,4.7,9.0
B07KD75FLZ,Nike Women's Aerobill Visor,accessories,Hats & Caps,high_confidence,True,1.0,928.0,5.0,12,0,1,2,4.5,7.0
B07KHGT45H,DELELE 2 Pair Work Boot Laces Outdoor Mountaineering Hiking Walking Shoelaces,"shoe, jewelry & watch accessories",Shoelaces,high_confidence,True,1.0,6979.0,54.0,25,6,9,8,4.6,8.0
B07KL224BC,Nike Womens Benassi Duo Ultra Slide Sandals,shoes,Sport Sandals & Slides,high_confidence,True,1.0,2111.0,12.0,16,1,1,1,4.5,9.0
B07KL3X3NL,"Core 10 Women's All Day Comfort 22"" High-Waist Capri Yoga Legging",clothing,Leggings,high_confidence,True,1.0,795.0,11.0,13,1,1,1,4.3,8.0
B07KQ4PF54,LOCALMODE Men's Slim Fit Cotton Business Shirt Solid Long Sleeve Button Down Dress Shirts,clothing,Casual Button-Down Shirts,high_confidence,True,1.0,1861.0,8.0,12,0,1,1,4.3,8.0
B07KQ585WJ,JORA Classical Gold Plated 925 Sterling Silver White Freshwater Cultured Pearl Dangle Drop Earrings for Women Girls Gift,jewelry,Drop & Dangle,high_confidence,True,1.0,155.0,3.0,13,1,1,2,4.4,8.0
B07KR1YDV4,Avidlove Sleepwear for Women Tank Nightgown Chemise Racerback Sleeveless Sleep Dress,clothing,Nightgowns & Sleepshirts,high_confidence,True,1.0,9057.0,71.0,24,6,13,12,4.5,8.0
B07KVRGVLW,"Golden Fox 6"" Boondocker Service Boot Pro",boot shop,Work & Safety,high_confidence,True,1.0,2361.0,36.0,17,2,1,1,4.5,8.0
B07KWVHFCY,Copper Compression Socks Women and Men 6 Pairs - Circulation Arch Support Plantar Fasciitis Running Ankle Socks,clothing,Athletic Socks,high_confidence,True,1.0,7520.0,53.0,27,6,8,8,4.4,8.0
B07KY13JHG,"Verona Jewelers 10K Gold Unisex 2.2mm Italian Cuban Curb Link Chain Necklace- 10K Necklaces, 10 Karat Gold Chain, 16"" 18"" 20"" 22"" 24"" 26"" 28"" 30""",jewelry,Necklaces,high_confidence,True,1.0,1024.0,12.0,18,1,1,1,3.4,8.0
B07L7M66MQ,3 Pack Unisex Ultra Thin Breathable Dry Fit Low Cut Running Ankle Socks black white grey color,clothing,Athletic Socks,high_confidence,True,1.0,1292.0,14.0,30,2,3,2,4.3,8.0
B07LBFCFB4,Nike Men's Court Lite 2 Tennis Shoe,shoes,Tennis & Racquet Sports,high_confidence,True,1.0,1404.0,5.0,22,1,2,2,4.3,8.0
B07LD5NQPJ,I IHAYNER Women Bow 2PCS Vegan Leather Backpack Mini Backpack for Women Fashion backpack Purse Cute small Backpack for Women,bags,Fashion Backpacks,high_confidence,True,1.0,3667.0,10.0,13,1,1,0,4.5,8.0
B07M5CLV5L,"Jewelrieshop Faux Pearl Stud Earrings 5 Pairs, Stainless Steel Hypoallergenic Starter Set for Women Girls",jewelry,Ball,high_confidence,True,1.0,3701.0,14.0,20,1,2,5,4.3,8.0
B07MBLQH4Y,"Hipea Toddler Little Girls Clothes Sleeveless Bohemia Dress Skirt Summer Toddler Party Baby Dress(Boho Dress, 3-4T)",westlake,Westlake,high_confidence,True,1.0,158.0,2.0,21,1,1,2,4.2,7.0
B07MNMNQDP,Apakowa Kid's Boy's Girl's Soft Sole Close Toe Sport Beach Sandals (Toddler/Little Kid),shoes,Sandals,high_confidence,True,1.0,10525.0,36.0,16,5,5,3,4.5,8.0
B07MQR6J35,Blooming Jelly Women's Vintage One Piece Swimsuit Lace Tummy Control Halter Swimwear Bathing Suit,clothing,One-Pieces,high_confidence,True,1.0,6857.0,51.0,53,8,8,8,4.1,8.0
B07MTH4LNG,"Travelon unisex-adult RFID Blocking Family Passport Polyester Zip Wallet, Black, 4.75 x 8.25 x .5",luggage,Passport Wallets,high_confidence,True,1.0,333.0,4.0,26,1,1,0,4.8,9.0
B07MYVS3F6,"Chala Mini Crossbody/Purse with Convertible Strap Stylish, Compact, Versatile",bags,Crossbody Bags,high_confidence,True,1.0,1674.0,22.0,21,1,3,4,4.8,9.0
B07MZS3MTQ,VANDIMI Soccer Socks for Kids Youth Adult (1/3/4/5 pairs) Team Sport Knee High Long Socks,unclassified,Boys,high_confidence,True,1.0,1164.0,3.0,11,0,0,0,4.6,8.0
B07MZTK5F3,SheIn Women's Casual Floral Embroidered Bodycon Short Mini Skirt,clothing,Skirts,high_confidence,True,1.0,2988.0,22.0,18,2,5,2,4.2,8.0
B07N4GLDMB,YATHON Women's Vintage Ruffle Floral Flared A Line Swing Casual Cocktail Party Dresses,clothing,Casual,high_confidence,True,1.0,13281.0,131.0,32,11,16,24,4.3,8.0
B07N6NK4CS,Barzel 18K Gold Plated Heart Ankle Bracelet For Women- Made In Brazil,jewelry,Anklets,high_confidence,True,1.0,557.0,4.0,19,2,3,1,4.3,8.0
